name;country;iata;city
Witu;Papua New Guin;WIU;
Woja;Marshall Islan;WJA;
William J. Fox Field, CA;USA;WJF;Lancaster
Wajir;Kenya;WJR;
Wonju;Korea (South);WJU;
Wanaka;New Zealand;WKA;
Warracknabeal, VI;Australia;WKB;
Air Force Waterkloof;South Africa;WKF;Waterkloof
Hwange Town;Zimbabwe;WKI;
Hokkaido;Japan;WKJ;Wakkanai
Aleknagik, AK;USA;WKK;
Waikoloa, HI;USA;WKL;
Wakunai;Papua New Guin;WKN;
Walker Cay, Abaco Island;Bahamas;WKR;
Wallal, WA;Australia;WLA;
Labouchere Bay, AK;USA;WLB;
Walcha, NS;Australia;WLC;
Strother Fi;USA;WLD;Winfield-Arkansas Ci
Wellington;New Zealand;WLG;Wellington
Walaha;Vanuatu;WLH;
Municipal, AK;USA;WLK;Selawik
Wollogorang, QL;Australia;WLL;
Heliport, MA;USA;WLM;Waltham
Little Naukati, AK;USA;WLN;
Waterloo, NT;Australia;WLO;
SPB, AK;USA;WLR;Loring
Hihifo;Wallis & Futun;WLS;Wallis
Glenn County, CA;USA;WLW;Willows
Mandritsara;Madagascar;WMA;
Warrnambool, VI;Australia;WMB;
Winnemucca, NV;USA;WMC;
Mandabe;Madagascar;WMD;
Mount Keith, WA;Australia;WME;
Baxter County Region;USA;WMH;Mountain Home
Warsaw;Poland;WMI;Warsaw
SPB, AK;USA;WMK;Meyers Chuck
Malaimbandy;Madagascar;WML;
Maroantsetra;Madagascar;WMN;
White Mountain, AK;USA;WMO;
Mampikony;Madagascar;WMP;
Avaratra;Madagascar;WMR;Mananara
Madirovalo;Madagascar;WMV;
Wamena;Indonesia;WMX;
SPB, AK;USA;WNA;Napakiak
Nichen Cove SPB, AK;USA;WNC;Tuxekan Island
Windarra, WA;Australia;WND;
Wora Na Ye;Gabon;WNE;
Wunnummin Lake, OT;Canada;WNN;
Naga, CS;Philippines;WNP;
Windorah, QL;Australia;WNR;
NAWABSHAH;Pakistan;WNS;Nawabshah
Wanuma;Papua New Guin;WNU;
Wenzhou;China;WNZ;
Wonenara;Papua New Guin;WOA;
Woodbridge RAF;United Kingdom of Great Britain and Northern Ireland;WOB;Suttonheath
Wood River, AK;USA;WOD;
Bergen O.Z.;The Netherlands;WOE;Bergen O.Z.
Woodgreen, NT;Australia;WOG;
Wologissi;Liberia;WOI;
Wonken;Venezuela;WOK;
Wollongong, NS;Australia;WOL;
Wondoola, QL;Australia;WON;
Woodchopper, AK;USA;WOO;
Wonan;Taiwan;WOT;
Willow, AK;USA;WOW;
Cabo 1 Juan Roman;Chile;WPA;Puerto Aysen
Port-Berge;Madagascar;WPB;
Pincher Creek, AL;Canada;WPC;
Wrotham Park, QL;Australia;WPK;
Powell Lake, BC;Canada;WPL;
Wipim;Papua New Guin;WPM;
North Fork Valley, CO;USA;WPO;Paonia
Capitan Fuentes Martinez;Chile;WPR;Porvenir
Guardia Marina Zan;Chile;WPU;Puerto Williams
Warder;Ethiopia;WRA;
Robins AFB, GA;USA;WRB;Macon-Warner Robins
Whangarei;New Zealand;WRE;
Municipal, AK;USA;WRG;Wrangell
Wrench Creek, AK;USA;WRH;
Wrightstown;USA;WRI;Fort Dix
Municipal, WY;USA;WRL;Worland
Wroclaw;Poland;WRO;Wroclaw
Warton;United Kingdom of Great Britain and Northern Ireland;WRT;Warton
Warrawagine, WA;Australia;WRW;
Westray (Orkneys);United Kingdom of Great Britain and Northern Ireland;WRY;
Wasua;Papua New Guin;WSA;
SPB, AK;USA;WSB;Steamboat Bay
Condron AAF, NM;USA;WSD;White Sands
Sarichef, AK;USA;WSF;
County, PA;USA;WSG;Washington
Brookhaven, NY;USA;WSH;Shirley
SPB, AK;USA;WSJ;San Juan
Wiseman, AK;USA;WSM;
South Naknek, AK;USA;WSN;
Washabo;Surinam;WSO;
Waspam;Nicaragua;WSP;
Wasior;Indonesia;WSR;
State, RI;USA;WST;Westerly
Wasu;Papua New Guin;WSU;
Westsound, WA;USA;WSX;
Whitsunday Airstrip,;Australia;WSY;Airlie Beach
Westport;New Zealand;WSZ;
Tambohorano;Madagascar;WTA;
World Trade Center Helipo;USA;WTC;New York
WEST END;Bahamas;WTD;West End
Wotje Island;Marshall Islan;WTE;
Noatak, AK;USA;WTK;
Tuntutuliak, AK;USA;WTL;
Waddington;United Kingdom of Great Britain and Northern Ireland;WTN;Waddington
Wotho Island;Marshall Islan;WTO;
Woitape;Papua New Guin;WTP;
White River, AZ;USA;WTR;
Tsiroanomandidy;Madagascar;WTS;
Wantoat;Papua New Guin;WTT;
Whitianga;New Zealand;WTZ;
Wudinna, SA;Australia;WUD;
Wau;Papua New Guin;WUG;
Wuhan;China;WUH;Wuhan
Wasum, West New Britain;Papua New Guin;WUM;
Wiluna, WA;Australia;WUN;
Wuyishan;China;WUS;
Wau;Sudan;WUU;
Wuvulu Island;Papua New Guin;WUV;
Wuxi;China;WUX;
Changzhoudao;China;WUZ;Wuzhou
Rooikip;Namibia;WVB;Walvis Bay
Watsonville, CA;USA;WVI;
Manakara;Madagascar;WVK;
Robert L. .Lafleur, ME;USA;WVL;Waterville
Wilhelmshafe;Germany;WVN;Wilhelmshafen
Wasilla, AK;USA;WWA;
Cape May County, NJ;USA;WWD;Wildwood
Woodie Woodie, WA;Australia;WWI;
Boram;Papua New Guin;WWK;Wewak
Whale Pass, AK;USA;WWP;
Woodward, OK;USA;WWR;
USAF Heliport, AK;USA;WWS;Wildwood
Newtok, AK;USA;WWT;
West Wyalong, NS;Australia;WWY;
Wether Field (mil);United Kingdom of Great Britain and Northern Ireland;WXF;Braintree
Riyadh AB;Saudi Arabia;WXM;Riyadh
Wanxian;China;WXN;
Whyalla, SA;Australia;WYA;
SPB, AK;USA;WYB;Yes Bay
Yengema;Sierra Leone;WYE;
Wyndham, WA;Australia;WYN;
West Yellowstone, MT;USA;WYS;
SPB, Paradise Island;Bahamas;WZY;Nassau
Abbeville;France;XAB;Abbeville
Alamos;Mexico;XAL;
Chapeco, SC;Brazil;XAP;
Aribinda;Burkina Faso;XAR;
Saul;French Guyana;XAU;
AlbertvilleAerodrome;France;XAV;Tournon
Xayabury;Laos;XAY;
Blubber Bay, BC;Canada;XBB;
Bearskin Lake, OT;Canada;XBE;
Bogande;Burkina Faso;XBG;
Birjand;Iran;XBJ;
Buno Bedelle;Ethiopia;XBL;
Biniguni;Papua New Guin;XBN;
Boulsa;Burkina Faso;XBO;
Brockville, OT;Canada;XBR;
Beaune-Challenge;France;XBV;Beaune, Bourgongne
Killineq, QU;Canada;XBW;
Saint Martin;France;XBX;Bernay
Christmas Island;Christmas Isla;XCH;
Cluff Lake, SA;Canada;XCL;
Chatham, OT;Canada;XCM;
Coron;Philippines;XCN;
Colac, VI;Australia;XCO;
Chalons Vatry;France;XCR;Chalons-en-Champagne
Diebougou;Burkina Faso;XDE;
Djibo;Burkina Faso;XDJ;
Xingcheng;China;XEN;
Harbour;Greenland;XEO;Oqatsut
Tasiuasaq Heliport;Greenland;XEQ;Tasiuasaq Heliport
Municipal, WI;USA;XES;Lake Geveva
Xiangfan;China;XFN;
Hamburg;Germany;XFW;Hamburg
Gaoua;Burkina Faso;XGA;
Gorom Gorom;Burkina Faso;XGG;
Granville Lake, MN;Canada;XGL;
Xangongo;Angola;XGN;
Georges River, QU;Canada;XGR;Kangiqsualujjuaq
Peterborough;United Kingdom of Great Britain and Northern Ireland;XHV;Peterborough
Quingshan;China;XIC;Xichang
Xienglom;Laos;XIE;
Municipal, PA;Brazil;XIG;Xinguara
Xilinhot;China;XIL;
Xingning;China;XIN;
Harbour;Greenland;XIQ;Ilimanaq
Xianyang;China;XIY;Xi'an
Al Udeid AB;Qatar;XJD;Doha
Kantchari;Burkina Faso;XKA;
Plaine des Jarres;Laos;XKH;Xieng Khouang
Kemano, BC;Canada;XKO;
Kasabonika, OT;Canada;XKS;
Kaya;Burkina Faso;XKY;
Lac Brochet, MN;Canada;XLB;
Leaf Bay, QU;Canada;XLF;
Lognes/Emerainville;France;XLG;Lognes/Emerainville
Long Xuyen;Vietnam;XLO;
Saint Louis;Senegal;XLS;
Leo;Burkina Faso;XLU;
Lemwerder;Germany;XLW;Lemwerder
Maramag;Philippines;XMA;
M'Bahiakro;Côte d'Ivoire;XMB;
Mallacoota, VI;Australia;XMC;
Madison, SD;USA;XMD;
Montbeliard-Courcelles;;XMF;Montbeliard
Mahendranagar;Nepal;XMG;
Manihi, TU;French Polynes;XMH;
Masasi;Tanzania;XMI;
Minlaton, SA;Australia;XML;
Xiamen;China;XMN;Xiamen
MacMillan Pass, YT;Canada;XMP;
Cape Canaver;USA;XMR;Cape Canaveral
Macas;Ecuador;XMS;
Yam Island, QL;Australia;XMY;
Bentonville NW,AR;United States of America (the);XNA;
Quang Ngai;Vietnam;XNG;
Xining;China;XNN;
Xingtai;China;XNT;
Nouna;Burkina Faso;XNU;
Pama;Burkina Faso;XPA;
Pukatawagan, MN;Canada;XPK;
Palmerola AB;Honduras;XPL;Comayagua
Poplar River, MN;Canada;XPP;
Pine Ridge, SD;USA;XPR;
West Kuparuk, AK;USA;XPU;
La Managua;Costa Rica;XQP;Quepos
Qualicum, BC;Canada;XQU;
Ross River, YT;Canada;XRR;
Jerez;Spain;XRY;Jerez
South Caicos;Turks & Caicos;XSC;
Test Range, NV;USA;XSD;Tonopah
Sebba;Burkina Faso;XSE;
South Indian Lake, MN;Canada;XSI;
Saint Mary's, MD;USA;XSM;
Siocon;Philippines;XSO;
Seletar;Singapore;XSP;Singapore
Sedan;France;XSW;Sedan
Thargomindah, QL;Australia;XTG;
Tadoule Lake, MN;Canada;XTL;
Taroom, QL;Australia;XTO;
Tara, QL;Australia;XTR;
Xuzhou;China;XUZ;
Vinh Long;Vietnam;XVL;
Valenciennes;France;XVS;Valenciennes
Autun;France;XXG;Autun
Unknown;The Netherlands;XXX;Onbekend
Yandina;Solomon Island;XYA;
Ye;Myanmar;XYE;
Yellow River;Papua New Guin;XYR;
Montaudran;France;XYT;Toulouse
Zabre;Burkina Faso;XZA;
Anahim Lake, BC;Canada;YAA;
Arctic Bay, NT;Canada;YAB;
Cat Lake, OT;Canada;YAC;
Moose Lake, MN;Canada;YAD;
Alta Lake, BC;Canada;YAE;
Asbestos Hill, QU;Canada;YAF;
Municipal, QU;Canada;YAG;Fort Frances
La Grande 4, QU;Canada;YAH;
General Bernardo O'Higgins;Chile;YAI;Chillan
Lyall Harbour, BC;Canada;YAJ;
Municipal, AK;USA;YAK;Yakutat
Alert Bay, BC;Canada;YAL;
SAULT SAINTE;Canada;YAM;Sault Sainte Marie
Yangambi;Congo (the Democratic Republic of the);YAN;
Yaounde;Cameroun;YAO;Yaounde
Int'l;Micronesia;YAP;Yap
Maple Bay, BC;Canada;YAQ;
La Grande 3, QU;Canada;YAR;
Yasawa Island;Fiji;YAS;
Attawapiskat, OT;Canada;YAT;
Donaldson Lake, QU;Canada;YAU;Kattiniq
Miners Bay, BC;Canada;YAV;
Halifax;Canada;YAW;Halifax
Lac du Bonnet, OT;Canada;YAX;Angling Lake
Saint Anthony, NF;Canada;YAY;
Tofino, BC;Canada;YAZ;
Banff, AL;Canada;YBA;
Townsite, NT;Canada;YBB;Pelly Bay
Baie Comeau;Canada;YBC;Baie Comeau
New Westminister, BC;Canada;YBD;
Uranium City, SA;Canada;YBE;
Bamfield, BC;Canada;YBF;
Bagotville;Canada;YBG;Bagotville
Bull Harbour, BC;Canada;YBH;
Black Tickle, NF;Canada;YBI;
Baie Johan Beetz, QU;Canada;YBJ;
Baker Lake, NT;Canada;YBK;
Campbell River;Canada;YBL;Campbell River
Bronson Creek, BC;Canada;YBM;
Borden, OT;Canada;YBN;
Bobquinn Lake, BC;Canada;YBO;
Yibin;China;YBP;
Telegraph Harbour, BC;Canada;YBQ;
Brandon, MN;Canada;YBR;
Musselwhite, OT;Canada;YBS;Opapamiska Lake
Brochet, MN;Canada;YBT;
Berens River, MN;Canada;YBV;
Bedwell Harbor, BC;Canada;YBW;
Lourdes-de-Blanc-Sablon, QU;Canada;YBX;
Bonnyville, AL;Canada;YBY;
Courtenay, BC;Canada;YCA;
Cambridge Bay, NT;Canada;YCB;
Regional, OT;Canada;YCC;Cornwall
Nanaimo;Canada;YCD;Nanaimo
Huron Airpark, OT;Canada;YCE;Centralia
Cortes Bay, BC;Canada;YCF;
Castlegar;Canada;YCG;Castlegar
Miramichi, NB;Canada;YCH;
Caribou Island, OT;Canada;YCI;
Perison, BC;Canada;YCJ;Fort Saint James
Colville Lake, NT;Canada;YCK;
Charlo, NB;Canada;YCL;
Niagara District,;Canada;YCM;Saint Catharines
Cochrane, OT;Canada;YCN;
Kugluktuk-Coppermine, NT;Canada;YCO;
Co-op Point, MN;Canada;YCP;
Chetwynd, BC;Canada;YCQ;
Charlie Sinclair Memori;Canada;YCR;Cross Lake
Chesterfield;Canada;YCS;Chesterfield
Coronation, AL;Canada;YCT;
Cullaton Lake, NT;Canada;YCU;
Cartierville, QU;Canada;YCV;
Chilliwack, BC;Canada;YCW;
Gagetown, NB;Canada;YCX;
Clyde River, NT;Canada;YCY;
Fairmount Springs, BC;Canada;YCZ;
Dawson, YT;Canada;YDA;
Burwash Landings, YT;Canada;YDB;
Industrial, AL;Canada;YDC;Drayton Valley
Paradise River, NF;Canada;YDE;
DEER LAKE;Canada;YDF;Deer Lake
Digby, NS;Canada;YDG;
Daniels Harbour, NF;Canada;YDH;
Davis Inlet, NF;Canada;YDI;
Hatchet Lake, SK;Canada;YDJ;
Main Duck Island, OT;Canada;YDK;
Dease Lake, BC;Canada;YDL;
Dauphin, MN;Canada;YDN;
St. Methode, QU;Canada;YDO;Dolbeau
Nain, NF;Canada;YDP;
Dawson Creek, BC;Canada;YDQ;
Broadview, SA;Canada;YDR;
Desolation Sound, BC;Canada;YDS;
Boundary Bay, BC;Canada;YDT;Vancouver
Kasba Lake, NT;Canada;YDU;
Bloodvein River, MN;Canada;YDV;
Obre Lake, NT;Canada;YDW;
Doc Creek, BC;Canada;YDX;
Yechon;Korea (South);YEC;
Namao Field, AL;Canada;YED;Edmonton
Edmonton;Canada;YEG;Edmonton
Yenişehir Airport;Türkiye;YEI;Yenişehir/Bursa
Arviat, NT;Canada;YEK;
Municipal, OT;Canada;YEL;Elliot Lake
East Manitoulin Munic;Canada;YEM;Manitowaning
Estevan, SA;Canada;YEN;
Yeovilton;United Kingdom of Great Britain and Northern Ireland;YEO;Yeovilton
Estevan Point, BC;Canada;YEP;
Yenkis;Papua New Guin;YEQ;
Fort Severn, OT;Canada;YER;
Edson, AL;Canada;YET;
Eureka, NT;Canada;YEU;
Mike Zubko, NT;Canada;YEV;Inuvik
Municipal, QU;Canada;YEY;Amos
Fort Albany, OT;Canada;YFA;
Iqaluit;Canada;YFB;Iqaluit
Fredericton;Canada;YFC;Fredericton
Forestville, QU;Canada;YFE;
Fontanges, QU;Canada;YFG;
Fort Hope, OT;Canada;YFH;
Snare Lake, NT;Canada;YFJ;
Fort Reliance, NT;Canada;YFL;
Flin Flon, MN;Canada;YFO;
Fort Resolution, NT;Canada;YFR;
Fort Simpsion, NT;Canada;YFS;
St. Lewis, NF;Canada;YFX;Fox Harbour
Gagnon, QU;Canada;YGA;
Texada, BC;Canada;YGB;Gillies Bay
Grande Cache, AL;Canada;YGC;
Gorge Harbor, BC;Canada;YGE;
Ganges Harbor, AK;USA;YGG;
Fort Good Hope, NT;Canada;YGH;
Miho;Japan;YGJ;Yonago
Kingston, OT;Canada;YGK;
La Grande Riviere, QU;Canada;YGL;
Industrial Park, MN;Canada;YGM;Gimli
Greenway Sound, BC;Canada;YGN;
Gods Lake Narows, MN;Canada;YGO;
Geraldton, OT;Canada;YGQ;
Iles de La Madeleine, QU;Canada;YGR;
Germansen Landing, BC;Canada;YGS;
Igloolik, NT;Canada;YGT;
Havre St. Pierre, QU;Canada;YGV;
Kuujjuarapik, QU;Canada;YGW;
Gillam, MN;Canada;YGX;
Deception, QU;Canada;YGY;
Grise Fiord, NT;Canada;YGZ;
Port Hope Simpson, NF;Canada;YHA;
Hudson Bay, SA;Canada;YHB;
Hakai Pass, BC;Canada;YHC;
Regional, MN;Canada;YHD;Dryden
Hope, BC;Canada;YHE;
Rene Fontaine Municipal, OT;Canada;YHF;Hearst
Charlottetown, NF;Canada;YHG;
Harbor (SPB), BC;Canada;YHH;Campbell River
Holman Island, NT;Canada;YHI;Holman
Gjoa Haven, NT;Canada;YHK;
Hamilton;Canada;YHM;Hamilton
Municipal, OT;Canada;YHN;Hornepayne
Hopedale, NF;Canada;YHO;
Poplar Hill, OT;Canada;YHP;
Chevery, QU;Canada;YHR;
Gibson-Sechelt, BC;Canada;YHS;Sechelt
Haines Junction, YT;Canada;YHT;
Montreal;Canada;YHU;Montreal
Hay River, NT;Canada;YHY;
Halifax;Canada;YHZ;Halifax
Municipal, OT;Canada;YIB;Atikokan
Isachsen, NT;Canada;YIC;
Pakuashipi, QU;Canada;YIF;
Big Bay Marina, BC;Canada;YIG;
Yichang;China;YIH;
Ivujivik, QU;Canada;YIK;
Yining;China;YIN;
Pond Inlet, NT;Canada;YIO;
Arnhem;USA;YIP;Detroit
Garden Hill, MN;Canada;YIV;Island Lake
Yiwu;China;YIW;
Port Radium, NT;Canada;YIX;
Fort Liard, NT;Canada;YJF;
Saint Jean, QU;Canada;YJN;
Johnny Mountain, BC;Canada;YJO;
Hinton, AL;Canada;YJP;Jasper
STEPHENVILLE;Canada;YJT;Stephenville
Kamloops;Canada;YKA;Kamloops
Collins Bay, SA;Canada;YKC;
Township, OT;Canada;YKD;Kincardine
Knee Lake, MN;Canada;YKE;
Waterloo Regional, OT;Canada;YKF;Kitchener
Kangirsuk, QU;Canada;YKG;
Kennosao Lake, MN;Canada;YKI;
Key Lake, SA;Canada;YKJ;
Kitkatla, BC;Canada;YKK;
Schefferville, QU;Canada;YKL;
Yakima;USA;YKM;Yakima
Chan Gurney Municipal, SD;USA;YKN;Yankton
Waskaganish, QU;Canada;YKQ;
Yakutsk;Russia (CIS);YKS;
Klemtu, BC;Canada;YKT;
Chisasibi, QU;Canada;YKU;
Kirkland Lake, OT;Canada;YKX;
Kindersley, SA;Canada;YKY;
Buttonville Municipal, OT;Canada;YKZ;Toronto
Langara, BC;Canada;YLA;
Lac La Biche, AL;Canada;YLB;
Lake Harbour, NT;Canada;YLC;Kimmirut
Chapleau, OT;Canada;YLD;
Lac La Martre, NT;Canada;YLE;Wha Ti
Laforges, QU;Canada;YLF;
Yalgoo, WA;Australia;YLG;
Lansdowne House, OT;Canada;YLH;
Ylivieska-Raudaskyla;Finland;YLI;
Meadow Lake, SA;Canada;YLJ;
Lake Simcoe Regional;Canada;YLK;Lake Simcoe
Lloydminster, AL;Canada;YLL;
Clinton Creek, YT;Canada;YLM;
Yilan;China;YLN;
Mingan, QU;Canada;YLP;
La Tuque, QU;Canada;YLQ;
Leaf Rapids, MN;Canada;YLR;
Lebel-sur-Quevillon, QU;Canada;YLS;
Alert, NT;Canada;YLT;
Kelowna;Canada;YLW;Kelowna
Long Point, OT;Canada;YLX;
Mayo, YT;Canada;YMA;
Merritt, BC;Canada;YMB;
Maricourt Airstrip, QU;Canada;YMC;
Mould Bay, NT;Canada;YMD;
Matane, QU;Canada;YME;
Montagne Harbour, BC;Canada;YMF;
Manitouwadge, OT;Canada;YMG;
Mary's Harbour, NF;Canada;YMH;
Minaki, OT;Canada;YMI;
CFB, SA;Canada;YMJ;Moose Jaw
Charlevoix, QU;Canada;YML;Murray Bay
FORT MCMURRA;Canada;YMM;Fort Mcmurray
Makkovik, NF;Canada;YMN;
Moosonee, OT;Canada;YMO;
Port McNeil, BC;Canada;YMP;
Merry Island, BC;Canada;YMR;
Yurimaguas;Peru;YMS;
Chapais, QU;Canada;YMT;Chibougamau
Maniwaki, QU;Canada;YMW;
Montreal;Canada;YMX;Montreal
Natashquan, QU;Canada;YNA;
Yenbo;Saudia Arabia;YNB;
Wemindji, QU;Canada;YNC;
Gatineau, QU;Canada;YND;Ottawa
Norway House, MN;Canada;YNE;
Deer Lake/Stephenvill;Canada;YNF;Corner Brook
YOUNGSTOWN;USA;YNG;Youngstown
Hudson's Hope, BC;Canada;YNH;
Nitchequon, QU;Canada;YNI;
Yanji;China;YNJ;
Nootka Sound, BC;Canada;YNK;
Points North Landing, SA;Canada;YNL;
Matagami, QU;Canada;YNM;
North Spirit Lake, OT;Canada;YNO;
Arnes, MN;Canada;YNR;
Nemiscau, QU;Canada;YNS;
Laishan;China;YNT;Yantai
Yancheng;China;YNZ;
Ekati, NT;Canada;YOA;
Old Crow, YT;Canada;YOC;
Cold Lake;Canada;YOD;Cold Lake
Falher, AL;Canada;YOE;
Ogoki, OT;Canada;YOG;
Oxford House, MN;Canada;YOH;
Footer Lake, AL;Canada;YOJ;High Level
Yokohama;Japan;YOK;
Yola;Nigeria;YOL;
Oshawa, OT;Canada;YOO;
Rainbow Lake, AL;Canada;YOP;
Billy Bishop Regional,;Canada;YOS;Owen Sound
Yotvata;Israel;YOT;
Yeovilton;United Kingdom of Great Britain and Northern Ireland;YOU;Yeovilton
Ottawa;Canada;YOW;Ottawa
J.H.L. (Joe) Lecomte, Q;Canada;YOY;Valcartier
Prince Albert, SA;Canada;YPA;
Port Alberni, BC;Canada;YPB;
Paulatuk, NT;Canada;YPC;
Parry Sound, OT;Canada;YPD;
Ypenburg;The Netherlands;YPE;Ypenburg
Esquimalt, BC;Canada;YPF;
Southport, MN;Canada;YPG;Portage la Prairie
Inukjuak, QU;Canada;YPH;
Port Simpson, BC;Canada;YPI;
Aupuluk, QU;Canada;YPJ;
Pickle Lake, OT;Canada;YPL;
Pikangikum, OT;Canada;YPM;
Port Menier, QU;Canada;YPN;
Peawanuck, OT;Canada;YPO;
Pine Point, NT;Canada;YPP;
Peterborough, OT;Canada;YPQ;
Prince Rupert;Canada;YPR;Prince Rupert
Port Hawkesbury, NS;Canada;YPS;
Pender Harbor, BC;Canada;YPT;
Powell River, BC;Canada;YPW;
Puvirnituq, QU;Canada;YPX;
Fort Chipewyan, AL;Canada;YPY;
Burns Lake, BC;Canada;YPZ;
Muskoka, OT;Canada;YQA;
QUEBEC;Canada;YQB;Quebec
Quaqtaq, QU;Canada;YQC;
The Pas, MN;Canada;YQD;
Kimberley, BC;Canada;YQE;
Industrial, AL;Canada;YQF;Red Deer
WINDSOR;Canada;YQG;Windsor
Watson Lake, YT;Canada;YQH;
Yarmouth, NS;Canada;YQI;
Kenora, OT;Canada;YQK;
Lethbridge;Canada;YQL;Lethbridge
MONCTON;Canada;YQM;Moncton
Nakina, OT;Canada;YQN;
COMOX;Canada;YQQ;Comox
REGINA;Canada;YQR;Regina
Municipal, OT;Canada;YQS;Saint Thomas
THUNDERBAY;Canada;YQT;Thunderbay
GRAND PRAIRI;Canada;YQU;Grand Prairie
Yorkton, SA;Canada;YQV;
NORTH BATTLE;Canada;YQW;North Battleford
Gander;Canada;YQX;Gander
SYDNEY;Canada;YQY;Sydney
QUESNEL;Canada;YQZ;Quesnel
Rae Lakes, NT;Canada;YRA;
RESOLUTE BAY;Canada;YRB;Resolute Bay
Dean River, BC;Canada;YRD;
Resolution Island, NT;Canada;YRE;
Cartwright, NF;Canada;YRF;
Rigolet, NF;Canada;YRG;
Riviere du Loupe, QU;Canada;YRI;
Roberval, QU;Canada;YRJ;
Red Lake, OT;Canada;YRL;
Rocky Mountain House, AL;Canada;YRM;
Rivers Inlet, BC;Canada;YRN;
Rockcliffe, OT;Canada;YRO;Ottawa
Trois Rivieres, QU;Canada;YRQ;
Stuart Island, BC;Canada;YRR;
Red Sucker Lake, MN;Canada;YRS;
Rankin Inlet, NT;Canada;YRT;
Revelstoke, BC;Canada;YRV;
Sable Island, NS;Canada;YSA;
SUDBURY;Canada;YSB;Sudbury
Sherbrooke, QU;Canada;YSC;
Suffield, AL;Canada;YSD;
Squamish, BC;Canada;YSE;
Stony Rapids, SA;Canada;YSF;
Snowdrift, NT;Canada;YSG;Lutselke
Russ Beach, O;Canada;YSH;Smith Falls-Montague
Sans Souci, OT;Canada;YSI;
SAINT JOHN;Canada;YSJ;Saint John
Belcher Islands, NT;Canada;YSK;Sanikiluaq
Edmunston, NB;Canada;YSL;Saint Leonard
Fort Smith, NT;Canada;YSM;
Salmon Arm, BC;Canada;YSN;
Postville, NF;Canada;YSO;
Marathon, OT;Canada;YSP;
Spring Island, BC;Canada;YSQ;
Strathcona Sound, BC;Canada;YSR;Nanisivik
Slate Island, OT;Canada;YSS;
Saint Theresa Point, MN;Canada;YST;
SUMMERSIDE;Canada;YSU;Summerside
Saglek, NF;Canada;YSV;
Shearwater, BC;Canada;YSX;
Sachs Harbour, NT;Canada;YSY;
Squirrel Cove, BC;Canada;YSZ;
Pembroke, OT;Canada;YTA;
Hartley Bay, BC;Canada;YTB;
Sturdee, BC;Canada;YTC;
Thicket Portage, MN;Canada;YTD;
Cape Dorset, NT;Canada;YTE;
Alma, QU;Canada;YTF;
Sullivan Bay, BC;Canada;YTG;
THOMPSON;Canada;YTH;Thompson
Triple Island, BC;Canada;YTI;
Terrace Bay, OT;Canada;YTJ;
Tulugak, QU;Canada;YTK;
Big Trout Lake, OT;Canada;YTL;
Mont-Tremblant, QU;Canada;YTM;La Macaza
Riviere au Tonnerre, QU;Canada;YTN;
Guildwood, OT;Canada;YTO;
SPB, BC;Canada;YTP;Tofino
Tasiujuaq, QU;Canada;YTQ;
Trenton;Canada;YTR;Trenton
TIMMINS;Canada;YTS;Timmins
Tisdale, SA;Canada;YTT;
Tasu, BC;Canada;YTU;
Telegraph Creek, BC;Canada;YTX;
Toronto;Canada;YTZ;Toronto
Yuanmou;China;YUA;
Tuktoyaktuk, NT;Canada;YUB;
Umiujaq, QU;Canada;YUD;
Yuendumu, NT;Australia;YUE;
Dewline Site, NT;Canada;YUF;Pelly Bay
Lady Franklin, NT;Canada;YUJ;
Montreal;Canada;YUL;Montreal
Yuma;USA;YUM;Yuma
Johnson Point, NT;Canada;YUN;
Repulse Bay, NT;Canada;YUT;
Hall Beach, NT;Canada;YUX;
ROUYN;Canada;YUY;Rouyn
Iconi;Comoros;YVA;Moroni
Bonaventure, QU;Canada;YVB;
La Ronge, SA;Canada;YVC;
Yeva;Papua New Guin;YVD;
Vernon, BC;Canada;YVE;
Vermillion, AL;Canada;YVG;
Broughton Island, NT;Canada;YVM;
Cape Dyer, NT;Canada;YVN;
VAL D'OR;Canada;YVO;Val D'Or
Quujjuaq;Canada;YVP;Kuujjuaq
Norman Wells, NT;Canada;YVQ;
Vancouver;Canada;YVR;Vancouver
Buffalo Narrows, SA;Canada;YVT;
Wiarton, OT;Canada;YVV;
Deer Lake, OT;Canada;YVZ;
CFB, OT;Canada;YWA;Petawawa
Wakeham Bay, QU;Canada;YWB;Kangiqsujuaq
Downtown Waterfront Helipo;Canada;YWF;Halifax
Winnipeg;Canada;YWG;Winnipeg
Victoria;Canada;YWH;Victoria
Deline, NT;Canada;YWJ;
WABUSH;Canada;YWK;Wabush
Williams Lake, BC;Canada;YWL;
Williams Harbour, NF;Canada;YWM;
Winisk, OT;Canada;YWN;
Webequie, OT;Canada;YWP;
White River, OT;Canada;YWR;
Whistler, BC;Canada;YWS;
Wrigley, NT;Canada;YWY;
Cranbrook;Canada;YXC;Cranbrook
Edmonton;Canada;YXD;Edmonton
SASKATOON;Canada;YXE;Saskatoon
Snake River, YT;Canada;YXF;
Medicine Hat, AL;Canada;YXH;
Bonnechere, OT;Canada;YXI;Killaloe
FORT ST. JOH;Canada;YXJ;Fort St. john
Rimouski, QU;Canada;YXK;
Sioux Lookout, OT;Canada;YXL;
Whale Cove, NT;Canada;YXN;
Pangnirtung, NT;Canada;YXP;
Beaver Creek, YT;Canada;YXQ;
