aircraftType_iataMain;aircraftType_iataSub;route;codeshares;flight_states;eu;visa;flightDirection;flightName;flightNumber;gate;pier;id;isOperationalFlight;mainFlight;prefixIATA;prefixICAO;airlineCode;aircraftRegistration;serviceType;terminal;estimatedLandingTime;lastUpdatedAt;actualLandingTime;scheduleDateTime;actualOffBlockTime;expectedTimeBoarding;expectedTimeGateClosing;expectedTimeGateOpening;expectedTimeOnBelt;expectedSecurityFilter;publicEstimatedOffBlockTime
;;LIN;MF9680;;S;False;A;MF9680;9680;;;145009203604847392;True;KL1618;MF;CXA;1551.0;;J;;2026-05-27 16:32:00+00:00;2026-05-26 14:41:31.714000+00:00;;2026-05-27 16:40:00+00:00;;;;;;;
;;MUC;AM6334,KQ1797,MF9690,SK6696,6E3273;;S;False;D;MF9690;9690;D74;D;145009203604847467;True;KL1857;MF;CXA;1551.0;PHBXF;J;1.0;;2026-05-26 22:21:15.300000+00:00;;2026-05-27 16:40:00+00:00;;2026-05-27 16:10:00+00:00;2026-05-27 16:25:00+00:00;;;;
;;MUC;AM6334,KQ1797,MF9690,SK6696,6E3273;;S;False;D;SK6696;6696;D74;D;145009204455412655;True;KL1857;SK;SAS;150.0;PHBXF;J;1.0;;2026-05-26 22:21:15.300000+00:00;;2026-05-27 16:40:00+00:00;;2026-05-27 16:10:00+00:00;2026-05-27 16:25:00+00:00;;;;
;;LIS;;;S;False;A;TP672;672;;;145009201852354828;True;TP672;TP;TAP;163.0;;J;;2026-05-27 16:32:00+00:00;2026-05-26 17:02:07.736000+00:00;;2026-05-27 16:40:00+00:00;;;;;;;
;;BER;AM6561,GA9251,KE6428,KQ1824,MF9336,MU1638,6E8025;;S;False;A;6E8025;8025;;;145009206374739182;True;KL1780;6E;IGO;5300.0;;J;;2026-05-27 16:37:00+00:00;2026-05-26 18:59:45.512000+00:00;;2026-05-27 16:45:00+00:00;;;;;;;
;;BER;AM6561,GA9251,KE6428,KQ1824,MF9336,MU1638,6E8025;;S;False;A;AM6561;6561;;;145009201966523876;True;KL1780;AM;AMX;794.0;;J;;2026-05-27 16:37:00+00:00;2026-05-26 18:59:45.512000+00:00;;2026-05-27 16:45:00+00:00;;;;;;;
;;BER;AM6561,GA9251,KE6428,KQ1824,MF9336,MU1638,6E8025;;S;False;A;GA9251;9251;;;145009202753967126;True;KL1780;GA;GIA;85.0;;J;;2026-05-27 16:37:00+00:00;2026-05-26 18:59:45.512000+00:00;;2026-05-27 16:45:00+00:00;;;;;;;
;;IBZ;KL2586;;S;False;A;HV5676;5676;;;145009202970975688;True;HV5676;HV;TRA;164.0;;J;;2026-05-27 16:37:00+00:00;2026-05-26 14:42:18.412000+00:00;;2026-05-27 16:45:00+00:00;;;;;;;
;;ALC;KL2643;;S;False;D;HV6145;6145;D82;D;145009202971063081;True;HV6145;HV;TRA;164.0;PHHSI;J;1.0;;2026-05-26 22:22:11.386000+00:00;;2026-05-27 16:45:00+00:00;;;;;;;
;;BER;AM6561,GA9251,KE6428,KQ1824,MF9336,MU1638,6E8025;;S;False;A;KE6428;6428;;;145009203323413420;True;KL1780;KE;KAL;105.0;;J;;2026-05-27 16:37:00+00:00;2026-05-26 18:59:45.512000+00:00;;2026-05-27 16:45:00+00:00;;;;;;;
;;BER;AM6561,GA9251,KE6428,KQ1824,MF9336,MU1638,6E8025;;S;False;A;KL1780;1780;;;145009203349153786;True;KL1780;KL;KLM;100.0;;J;;2026-05-27 16:37:00+00:00;2026-05-26 18:59:45.512000+00:00;;2026-05-27 16:45:00+00:00;;;;;;;
;;IBZ;KL2586;;S;False;A;KL2586;2586;;;145009203349249628;True;HV5676;KL;KLM;100.0;;J;;2026-05-27 16:37:00+00:00;2026-05-26 14:42:18.412000+00:00;;2026-05-27 16:45:00+00:00;;;;;;;
;;ALC;KL2643;;S;False;D;KL2643;2643;D82;D;145009203349252065;True;HV6145;KL;KLM;100.0;PHHSI;J;1.0;;2026-05-26 22:22:11.386000+00:00;;2026-05-27 16:45:00+00:00;;;;;;;
;;BER;AM6561,GA9251,KE6428,KQ1824,MF9336,MU1638,6E8025;;S;False;A;KQ1824;1824;;;145009203367897698;True;KL1780;KQ;KQA;208.0;;J;;2026-05-27 16:37:00+00:00;2026-05-26 18:59:45.512000+00:00;;2026-05-27 16:45:00+00:00;;;;;;;
;;BER;AM6561,GA9251,KE6428,KQ1824,MF9336,MU1638,6E8025;;S;False;A;MF9336;9336;;;145009203604838820;True;KL1780;MF;CXA;1551.0;;J;;2026-05-27 16:37:00+00:00;2026-05-26 18:59:45.512000+00:00;;2026-05-27 16:45:00+00:00;;;;;;;
;;BER;AM6561,GA9251,KE6428,KQ1824,MF9336,MU1638,6E8025;;S;False;A;MU1638;1638;;;145009203660261420;True;KL1780;MU;CES;1294.0;;J;;2026-05-27 16:37:00+00:00;2026-05-26 18:59:45.512000+00:00;;2026-05-27 16:45:00+00:00;;;;;;;
;;BCN;QR3705,LL5676,LA5751,IB5250;;S;False;A;IB5250;5250;;;145009203034686050;True;VY8317;IB;IBE;92.0;;J;;2026-05-27 16:42:00+00:00;2026-05-26 19:00:33.493000+00:00;;2026-05-27 16:50:00+00:00;;;;;;;
;;BCN;QR3705,LL5676,LA5751,IB5250;;S;False;A;LA5751;5751;;;145009203447015162;True;VY8317;LA;LAN;2697.0;;J;;2026-05-27 16:42:00+00:00;2026-05-26 19:00:33.493000+00:00;;2026-05-27 16:50:00+00:00;;;;;;;
;;BCN;QR3705,LL5676,LA5751,IB5250;;S;False;A;LL5676;5676;;;145009203488244124;True;VY8317;LL;LVL;394.0;;J;;2026-05-27 16:42:00+00:00;2026-05-26 19:00:33.493000+00:00;;2026-05-27 16:50:00+00:00;;;;;;;
;;WAW;;;S;False;A;LO267;267;;;145009201822255930;True;LO267;LO;LOT;111.0;;J;;2026-05-27 16:42:00+00:00;2026-05-26 14:42:08.909000+00:00;;2026-05-27 16:50:00+00:00;;;;;;;
;;ZRH;;;S;False;A;LX732;732;;;145009201823181142;True;LX732;LX;SWR;50.0;;J;;;2026-05-21 05:34:31.628000+00:00;;2026-05-27 16:50:00+00:00;;;;;;;
;;BCN;QR3705,LL5676,LA5751,IB5250;;S;False;A;QR3705;3705;;;145009204203973232;True;VY8317;QR;QTR;356.0;;J;;2026-05-27 16:42:00+00:00;2026-05-26 19:00:33.493000+00:00;;2026-05-27 16:50:00+00:00;;;;;;;
;;AGP;QR4698;;S;False;D;QR4698;4698;B15;B;145009204204072473;True;VY8362;QR;QTR;356.0;ECMES;J;1.0;;2026-05-26 22:21:55.038000+00:00;;2026-05-27 16:50:00+00:00;;;;;;;
;;BCN;QR3705,LL5676,LA5751,IB5250;;S;False;A;VY8317;8317;;;145009204924146712;True;VY8317;VY;VLG;263.0;;J;;2026-05-27 16:42:00+00:00;2026-05-26 19:00:33.493000+00:00;;2026-05-27 16:50:00+00:00;;;;;;;
;;AGP;QR4698;;S;False;D;VY8362;8362;B15;B;145009204924147073;True;VY8362;VY;VLG;263.0;ECMES;J;1.0;;2026-05-26 22:21:55.038000+00:00;;2026-05-27 16:50:00+00:00;;;;;;;
;;TNG;;;N;False;A;3O127;127;;;145009201889722692;True;3O127;3O;MAC;4891.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 14:40:12.286000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;GVA;AM6394,KE6418,KQ1936,MF9623,MH5688,SK6623,6E8050;;S;False;A;6E8050;8050;;;145009206374739394;True;KL1936;6E;IGO;5300.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 20:23:13.445000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;TLS;AF3134,SK6801;;S;False;A;AF3134;3134;;;145009201939970536;True;KL1454;AF;AFR;80.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 14:42:11.867000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;NTE;AF3216;;S;False;A;AF3216;3216;;;145009201939973130;True;KL1424;AF;AFR;80.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 15:23:11.725000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;AES;AF8221,DL9658;;S;False;A;AF8221;8221;;;145009201940479724;True;KL1158;AF;AFR;80.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 20:09:02.704000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;BOD;AF8286,SK6777;;S;False;A;AF8286;8286;;;145009201940480178;True;KL1446;AF;AFR;80.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 19:04:35.738000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;LPI;AF8371,KQ1182,SK6836;;S;False;A;AF8371;8371;;;145009201940482832;True;KL1246;AF;AFR;80.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 14:42:56.765000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;DEL;;;N;False;A;AI155;155;;;145009201780413736;True;AI155;AI;AIC;712.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 23:01:33.400000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;VCE;AM6256,GA9489,MF9771,MU1616;;S;False;A;AM6256;6256;;;145009201966515598;True;KL1634;AM;AMX;794.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 14:42:33.921000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;GVA;AM6394,KE6418,KQ1936,MF9623,MH5688,SK6623,6E8050;;S;False;A;AM6394;6394;;;145009201966518628;True;KL1936;AM;AMX;794.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 20:23:13.445000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;AES;AF8221,DL9658;;S;False;A;DL9658;9658;;;145009202379145892;True;KL1158;DL;DAL;58.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 20:09:02.704000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;RAK;;;N;False;A;EJU6001;6001;;;145009228901951634;True;EJU6001;EC;EJU;5151.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 14:41:54.974000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;SEN;;;N;False;A;EJU7551;7551;;;145009228902067000;True;EJU7551;EC;EJU;5151.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 14:40:46.743000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;AGP;;;S;False;A;FR5691;5691;;;145009202678606710;True;FR5691;FR;RYR;234.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 18:27:54.970000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;VCE;AM6256,GA9489,MF9771,MU1616;;S;False;A;GA9489;9489;;;145009202753972840;True;KL1634;GA;GIA;85.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 14:42:33.921000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;BRI;KL2666;;S;False;D;HV5821;5821;C16;C;145009202970980785;True;HV5821;HV;TRA;164.0;PHHXK;J;1.0;;2026-05-26 22:21:59.318000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;GVA;AM6394,KE6418,KQ1936,MF9623,MH5688,SK6623,6E8050;;S;False;A;KE6418;6418;;;145009203323413346;True;KL1936;KE;KAL;105.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 20:23:13.445000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;AES;AF8221,DL9658;;S;False;A;KL1158;1158;;;145009203349137152;True;KL1158;KL;KLM;100.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 20:09:02.704000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;LPI;AF8371,KQ1182,SK6836;;S;False;A;KL1246;1246;;;145009203349139812;True;KL1246;KL;KLM;100.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 14:42:56.765000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;NTE;AF3216;;S;False;A;KL1424;1424;;;145009203349145136;True;KL1424;KL;KLM;100.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 15:23:11.725000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;BOD;AF8286,SK6777;;S;False;A;KL1446;1446;;;145009203349145288;True;KL1446;KL;KLM;100.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 19:04:35.738000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;TLS;AF3134,SK6801;;S;False;A;KL1454;1454;;;145009203349145358;True;KL1454;KL;KLM;100.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 14:42:11.867000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;VCE;AM6256,GA9489,MF9771,MU1616;;S;False;A;KL1634;1634;;;145009203349150686;True;KL1634;KL;KLM;100.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 14:42:33.921000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;GVA;AM6394,KE6418,KQ1936,MF9623,MH5688,SK6623,6E8050;;S;False;A;KL1936;1936;;;145009203349158904;True;KL1936;KL;KLM;100.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 20:23:13.445000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;BRI;KL2666;;S;False;D;KL2666;2666;C16;C;145009203349252219;True;HV5821;KL;KLM;100.0;PHHXK;J;1.0;;2026-05-26 22:21:59.318000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;OTP;KL2716,SK6182;;S;False;A;KL2716;2716;;;145009203349254586;True;RO363;KL;KLM;100.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 14:43:08.537000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;LPI;AF8371,KQ1182,SK6836;;S;False;A;KQ1182;1182;;;145009203367878972;True;KL1246;KQ;KQA;208.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 14:42:56.765000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;GVA;AM6394,KE6418,KQ1936,MF9623,MH5688,SK6623,6E8050;;S;False;A;KQ1936;1936;;;145009203367900514;True;KL1936;KQ;KQA;208.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 20:23:13.445000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;GVA;AM6394,KE6418,KQ1936,MF9623,MH5688,SK6623,6E8050;;S;False;A;MF9623;9623;;;145009203604846954;True;KL1936;MF;CXA;1551.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 20:23:13.445000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;VCE;AM6256,GA9489,MF9771,MU1616;;S;False;A;MF9771;9771;;;145009203604850058;True;KL1634;MF;CXA;1551.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 14:42:33.921000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;GVA;AM6394,KE6418,KQ1936,MF9623,MH5688,SK6623,6E8050;;S;False;A;MH5688;5688;;;145009203611938828;True;KL1936;MH;MAS;5065.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 20:23:13.445000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;VCE;AM6256,GA9489,MF9771,MU1616;;S;False;A;MU1616;1616;;;145009203660261268;True;KL1634;MU;CES;1294.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 14:42:33.921000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;OTP;KL2716,SK6182;;S;False;A;RO363;363;;;145009201844748592;True;RO363;RO;ROT;239.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 14:43:08.537000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;OTP;KL2716,SK6182;;S;False;A;SK6182;6182;;;145009204455398882;True;RO363;SK;SAS;150.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 14:43:08.537000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;GVA;AM6394,KE6418,KQ1936,MF9623,MH5688,SK6623,6E8050;;S;False;A;SK6623;6623;;;145009204455412130;True;KL1936;SK;SAS;150.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 20:23:13.445000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;BOD;AF8286,SK6777;;S;False;A;SK6777;6777;;;145009204455415246;True;KL1446;SK;SAS;150.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 19:04:35.738000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;TLS;AF3134,SK6801;;S;False;A;SK6801;6801;;;145009204455417454;True;KL1454;SK;SAS;150.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 14:42:11.867000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;LPI;AF8371,KQ1182,SK6836;;S;False;A;SK6836;6836;;;145009204455417686;True;KL1246;SK;SAS;150.0;;J;;2026-05-27 16:47:00+00:00;2026-05-26 14:42:56.765000+00:00;;2026-05-27 16:55:00+00:00;;;;;;;
;;IST;;;N;False;D;TK1954;1954;G7;G;145009204593601953;True;TK1954;TK;THY;166.0;;J;3.0;;2026-05-26 22:21:52.412000+00:00;;2026-05-27 16:55:00+00:00;;2026-05-27 16:10:00+00:00;2026-05-27 16:35:00+00:00;;;;
;;MAD;AM6805,EY7537,GA9466,KQ7200,MF9558,MU4953;;S;False;D;AM6805;6805;C7;C;145009201966531655;True;UX1094;AM;AMX;794.0;ECORK;J;1.0;;2026-05-26 22:21:14.740000+00:00;;2026-05-27 17:00:00+00:00;;;;;;;
;;MXP;;;S;False;D;EJU3856;3856;;M;145009228901670001;True;EJU3856;EC;EJU;5151.0;OEIJA;J;3.0;;2026-05-26 22:22:42.538000+00:00;;2026-05-27 17:00:00+00:00;;;;;;;
;;MAD;AM6805,EY7537,GA9466,KQ7200,MF9558,MU4953;;S;False;D;EY7537;7537;C7;C;145009202566356493;True;UX1094;EY;ETD;274.0;ECORK;J;1.0;;2026-05-26 22:21:14.740000+00:00;;2026-05-27 17:00:00+00:00;;;;;;;
;;MAD;AM6805,EY7537,GA9466,KQ7200,MF9558,MU4953;;S;False;D;GA9466;9466;C7;C;145009202753972687;True;UX1094;GA;GIA;85.0;ECORK;J;1.0;;2026-05-26 22:21:14.740000+00:00;;2026-05-27 17:00:00+00:00;;;;;;;
;;MAD;AM6805,EY7537,GA9466,KQ7200,MF9558,MU4953;;S;False;D;KQ7200;7200;C7;C;145009203368488951;True;UX1094;KQ;KQA;208.0;ECORK;J;1.0;;2026-05-26 22:21:14.740000+00:00;;2026-05-27 17:00:00+00:00;;;;;;;
;;MAD;AM6805,EY7537,GA9466,KQ7200,MF9558,MU4953;;S;False;D;MF9558;9558;C7;C;145009203604844449;True;UX1094;MF;CXA;1551.0;ECORK;J;1.0;;2026-05-26 22:21:14.740000+00:00;;2026-05-27 17:00:00+00:00;;;;;;;
;;MAD;AM6805,EY7537,GA9466,KQ7200,MF9558,MU4953;;S;False;D;MU4953;4953;C7;C;145009203660573691;True;UX1094;MU;CES;1294.0;ECORK;J;1.0;;2026-05-26 22:21:14.740000+00:00;;2026-05-27 17:00:00+00:00;;;;;;;
;;ARN;;;S;False;D;SK1556;1556;C6;C;145009204454903091;True;SK1556;SK;SAS;150.0;EISCA;J;1.0;;2026-05-26 22:21:31.752000+00:00;;2026-05-27 17:00:00+00:00;;;;;;;
;;MAD;AM6805,EY7537,GA9466,KQ7200,MF9558,MU4953;;S;False;D;UX1094;1094;C7;C;145009204780993707;True;UX1094;UX;AEA;519.0;ECORK;J;1.0;;2026-05-26 22:21:14.740000+00:00;;2026-05-27 17:00:00+00:00;;;;;;;
;;DUS;AM6576,GA9217,MF9392,MU1584,6E3322;;S;False;A;6E3322;3322;;;145009206374240860;True;KL1804;6E;IGO;5300.0;;J;;2026-05-27 16:57:00+00:00;2026-05-26 14:42:47.808000+00:00;;2026-05-27 17:05:00+00:00;;;;;;;
;;LHR;CI8585,KQ1015,MF9644,VS7065,6E3393;;N;False;D;6E3393;3393;D6;D;145009206374241381;True;KL1015;6E;IGO;5300.0;PHEXO;J;2.0;;2026-05-26 22:21:55.342000+00:00;;2026-05-27 17:05:00+00:00;;2026-05-27 16:40:00+00:00;2026-05-27 16:50:00+00:00;;;;
;;DUS;AM6576,GA9217,MF9392,MU1584,6E3322;;S;False;A;AM6576;6576;;;145009201966523960;True;KL1804;AM;AMX;794.0;;J;;2026-05-27 16:57:00+00:00;2026-05-26 14:42:47.808000+00:00;;2026-05-27 17:05:00+00:00;;;;;;;
;;RIX;;;S;False;D;BT620;620;C14;C;145009201785289883;True;BT620;BT;BTI;419.0;;J;3.0;;2026-05-26 22:21:44.136000+00:00;;2026-05-27 17:05:00+00:00;;;;;;;
;;LHR;CI8585,KQ1015,MF9644,VS7065,6E3393;;N;False;D;CI8585;8585;D6;D;145009202229109185;True;KL1015;CI;CAL;44.0;PHEXO;J;2.0;;2026-05-26 22:21:55.342000+00:00;;2026-05-27 17:05:00+00:00;;2026-05-27 16:40:00+00:00;2026-05-27 16:50:00+00:00;;;;
;;LTN;;;N;False;D;EJU7831;7831;H7;H;145009228902075067;True;EJU7831;EC;EJU;5151.0;OELST;J;3.0;;2026-05-26 22:22:42.377000+00:00;;2026-05-27 17:05:00+00:00;;;;;;;
;;DUS;AM6576,GA9217,MF9392,MU1584,6E3322;;S;False;A;GA9217;9217;;;145009202753966842;True;KL1804;GA;GIA;85.0;;J;;2026-05-27 16:57:00+00:00;2026-05-26 14:42:47.808000+00:00;;2026-05-27 17:05:00+00:00;;;;;;;
;;LHR;CI8585,KQ1015,MF9644,VS7065,6E3393;;N;False;D;KL1015;1015;D6;D;145009203349134113;True;KL1015;KL;KLM;100.0;PHEXO;J;2.0;;2026-05-26 22:21:55.342000+00:00;;2026-05-27 17:05:00+00:00;;2026-05-27 16:40:00+00:00;2026-05-27 16:50:00+00:00;;;;
;;DUS;AM6576,GA9217,MF9392,MU1584,6E3322;;S;False;A;KL1804;1804;;;145009203349155940;True;KL1804;KL;KLM;100.0;;J;;2026-05-27 16:57:00+00:00;2026-05-26 14:42:47.808000+00:00;;2026-05-27 17:05:00+00:00;;;;;;;
;;LHR;CI8585,KQ1015,MF9644,VS7065,6E3393;;N;False;D;KQ1015;1015;D6;D;145009203367875723;True;KL1015;KQ;KQA;208.0;PHEXO;J;2.0;;2026-05-26 22:21:55.342000+00:00;;2026-05-27 17:05:00+00:00;;2026-05-27 16:40:00+00:00;2026-05-27 16:50:00+00:00;;;;
;;DUS;AM6576,GA9217,MF9392,MU1584,6E3322;;S;False;A;MF9392;9392;;;145009203604839256;True;KL1804;MF;CXA;1551.0;;J;;2026-05-27 16:57:00+00:00;2026-05-26 14:42:47.808000+00:00;;2026-05-27 17:05:00+00:00;;;;;;;
;;LHR;CI8585,KQ1015,MF9644,VS7065,6E3393;;N;False;D;MF9644;9644;D6;D;145009203604847105;True;KL1015;MF;CXA;1551.0;PHEXO;J;2.0;;2026-05-26 22:21:55.342000+00:00;;2026-05-27 17:05:00+00:00;;2026-05-27 16:40:00+00:00;2026-05-27 16:50:00+00:00;;;;
;;DUS;AM6576,GA9217,MF9392,MU1584,6E3322;;S;False;A;MU1584;1584;;;145009203660259044;True;KL1804;MU;CES;1294.0;;J;;2026-05-27 16:57:00+00:00;2026-05-26 14:42:47.808000+00:00;;2026-05-27 17:05:00+00:00;;;;;;;
;;LHR;CI8585,KQ1015,MF9644,VS7065,6E3393;;N;False;D;VS7065;7065;D6;D;145009204901547627;True;KL1015;VS;VIR;181.0;PHEXO;J;2.0;;2026-05-26 22:21:55.342000+00:00;;2026-05-27 17:05:00+00:00;;2026-05-27 16:40:00+00:00;2026-05-27 16:50:00+00:00;;;;
;;OSL;AM6431,GA9495,KE6434,MF9709,MH5670,SK6622,6E8073;;S;False;A;6E8073;8073;;;145009206374739548;True;KL1204;6E;IGO;5300.0;;J;;2026-05-27 17:02:00+00:00;2026-05-26 14:42:58.706000+00:00;;2026-05-27 17:10:00+00:00;;;;;;;
;;ZRH;AM6588,MF9731,MH5692,SK6647,6E8081;;S;False;A;6E8081;8081;;;145009206374739618;True;KL1924;6E;IGO;5300.0;;J;;2026-05-27 17:02:00+00:00;2026-05-26 14:42:52.802000+00:00;;2026-05-27 17:10:00+00:00;;;;;;;
;;BKK;AF3236,QF4231,SK6849;;N;False;A;AF3236;3236;;;145009201939973278;True;KL0844;AF;AFR;80.0;;J;;2026-05-27 18:02:00+00:00;2026-05-26 22:21:50.107000+00:00;;2026-05-27 17:10:00+00:00;;;;;;;
;;NRT;AF5134,SK6896;;N;False;A;AF5134;5134;;;145009201940173148;True;KL0862;AF;AFR;80.0;;J;;2026-05-27 17:02:00+00:00;2026-05-26 23:44:20.305000+00:00;;2026-05-27 17:10:00+00:00;;;;;;;
;;NCE;AF8270,GA9361,MF9697;;S;False;A;AF8270;8270;;;145009201940480092;True;KL1478;AF;AFR;80.0;;J;;2026-05-27 17:02:00+00:00;2026-05-26 14:41:05.289000+00:00;;2026-05-27 17:10:00+00:00;;;;;;;
;;PVG;AF8448,MU1551;;N;False;A;AF8448;8448;;;145009201940485362;True;KL0896;AF;AFR;80.0;;J;;2026-05-27 17:02:00+00:00;2026-05-26 21:49:19.069000+00:00;;2026-05-27 17:10:00+00:00;;;;;;;
;;WAW;AM6207;;S;False;A;AM6207;6207;;;145009201966515230;True;KL1316;AM;AMX;794.0;;J;;2026-05-27 17:02:00+00:00;2026-05-26 14:40:12.142000+00:00;;2026-05-27 17:10:00+00:00;;;;;;;
;;OSL;AM6431,GA9495,KE6434,MF9709,MH5670,SK6622,6E8073;;S;False;A;AM6431;6431;;;145009201966520916;True;KL1204;AM;AMX;794.0;;J;;2026-05-27 17:02:00+00:00;2026-05-26 14:42:58.706000+00:00;;2026-05-27 17:10:00+00:00;;;;;;;
;;ZRH;AM6588,MF9731,MH5692,SK6647,6E8081;;S;False;A;AM6588;6588;;;145009201966524038;True;KL1924;AM;AMX;794.0;;J;;2026-05-27 17:02:00+00:00;2026-05-26 14:42:52.802000+00:00;;2026-05-27 17:10:00+00:00;;;;;;;
;;LCY;;;N;False;A;BA8459;8459;;;145009202060431742;True;BA8459;BA;BAW;31.0;;J;;2026-05-27 17:02:00+00:00;2026-05-26 18:22:06.953000+00:00;;2026-05-27 17:10:00+00:00;;;;;;;
;;NAP;;;S;False;A;EJU4235;4235;;;145009228901754728;True;EJU4235;EC;EJU;5151.0;;J;;2026-05-27 17:02:00+00:00;2026-05-26 14:40:44.357000+00:00;;2026-05-27 17:10:00+00:00;;;;;;;
;;BRS;;;N;False;A;EJU7075;7075;;;145009228902053466;True;EJU7075;EC;EJU;5151.0;;J;;2026-05-27 17:02:00+00:00;2026-05-26 14:41:18.411000+00:00;;2026-05-27 17:10:00+00:00;;;;;;;
;;AUH;GA8994;;N;False;A;EY041;41;;;145009201797025100;True;EY041;EY;ETD;274.0;;J;;2026-05-27 17:02:00+00:00;2026-05-26 15:53:29.565000+00:00;;2026-05-27 17:10:00+00:00;;;;;;;
;;AUH;GA8994;;N;False;A;GA8994;8994;;;145009202753885288;True;EY041;GA;GIA;85.0;;J;;2026-05-27 17:02:00+00:00;2026-05-26 15:53:29.565000+00:00;;2026-05-27 17:10:00+00:00;;;;;;;
;;NCE;AF8270,GA9361,MF9697;;S;False;A;GA9361;9361;;;145009202753969938;True;KL1478;GA;GIA;85.0;;J;;2026-05-27 17:02:00+00:00;2026-05-26 14:41:05.289000+00:00;;2026-05-27 17:10:00+00:00;;;;;;;
;;OSL;AM6431,GA9495,KE6434,MF9709,MH5670,SK6622,6E8073;;S;False;A;GA9495;9495;;;145009202753972906;True;KL1204;GA;GIA;85.0;;J;;2026-05-27 17:02:00+00:00;2026-05-26 14:42:58.706000+00:00;;2026-05-27 17:10:00+00:00;;;;;;;
